prompt_id,register,label,sim_institutional,sim_popular_media,sim_critical_media,predicted_register,sim_match,sim_intra,sim_inter,sim_gap
A032,institutional,0,0.5034260605505106,0.1089457334524667,0.35366922981924703,institutional,True,0.5034260605505106,0.23130748163585688,0.27211857891465374
A033,institutional,0,0.4561858909162537,0.12950323577465475,0.3195170885921586,institutional,True,0.4561858909162537,0.2245101621834067,0.23167572873284703
A034,institutional,0,0.3861995634636137,0.0814826002647786,0.31027695648908765,institutional,True,0.3861995634636137,0.19587977837693313,0.1903197850866806
A035,institutional,0,0.47603513475536496,0.15136203354869648,0.38529441338480286,institutional,True,0.47603513475536496,0.26832822346674967,0.2077069112886153
A036,institutional,0,0.13943346743230975,0.05132077595453108,0.12480906508323295,institutional,True,0.13943346743230975,0.08806492051888201,0.05136854691342774
A037,institutional,0,0.2005516986797153,0.24325253562359167,0.09977286292876823,popular_media,False,0.2005516986797153,0.17151269927617996,0.029038999403535354
A038,institutional,0,0.2526277135310391,0.11565732869368914,0.25932209393874806,critical_media,False,0.2526277135310391,0.1874897113162186,0.06513800221482047
A039,institutional,0,0.3432775967106953,0.21519989910188303,0.21376947355377462,institutional,True,0.3432775967106953,0.21448468632782883,0.12879291038286647
A040,institutional,0,0.22136483795406725,0.005151142484494224,0.20086372789264847,institutional,True,0.22136483795406725,0.10300743518857135,0.1183574027654959
A041,institutional,0,0.2899142812400969,0.016444542704917135,0.19534380740380525,institutional,True,0.2899142812400969,0.10589417505436119,0.1840201061857357
A042,institutional,0,0.21698918075280726,0.025126888326904157,0.275625437544631,critical_media,False,0.21698918075280726,0.15037616293576755,0.06661301781703971
A043,institutional,0,0.49009085254087514,0.08332138944792189,0.3296772785732637,institutional,True,0.49009085254087514,0.20649933401059278,0.28359151853028236
A044,institutional,0,0.2894852370231142,0.10379269463068132,0.3233072653302148,critical_media,False,0.2894852370231142,0.21354997998044806,0.07593525704266613
A045,institutional,0,0.2026487260329225,0.1571121724132667,0.1456518153525949,institutional,True,0.2026487260329225,0.15138199388293078,0.05126673214999172
A046,institutional,0,0.18970530800970625,0.17224282094754523,0.142943911268059,institutional,True,0.18970530800970625,0.1575933661078021,0.03211194190190414
A047,institutional,0,0.3937723377427519,0.17146243590612456,0.18064324213863375,institutional,True,0.3937723377427519,0.17605283902237917,0.21771949872037272
A048,institutional,0,0.31921404573669904,0.14043535683815755,0.19816684482226238,institutional,True,0.31921404573669904,0.16930110083020997,0.14991294490648907
A049,institutional,0,0.3612307480219117,0.2620949391890195,0.27435644599396003,institutional,True,0.3612307480219117,0.26822569259148976,0.09300505543042192
A050,institutional,0,0.2928547284934584,0.13411461665672908,0.25083421407934225,institutional,True,0.2928547284934584,0.19247441536803567,0.10038031312542273
A051,institutional,0,0.41630552821142824,0.06924736149782354,0.29182680615513773,institutional,True,0.41630552821142824,0.18053708382648065,0.2357684443849476
A052,institutional,0,0.19627175383906065,0.11313583975217631,0.28511517368224043,critical_media,False,0.19627175383906065,0.19912550671720836,-0.0028537528781477084
A053,institutional,0,0.47635244139571664,0.1253441243394506,0.3390054263850224,institutional,True,0.47635244139571664,0.23217477536223652,0.24417766603348012
A054,institutional,0,0.5259804976971552,0.14740610341921676,0.282053371529079,institutional,True,0.5259804976971552,0.21472973747414786,0.3112507602230073
A055,institutional,0,0.5392351412659184,0.24874327267774254,0.4015472253319087,institutional,True,0.5392351412659184,0.3251452490048256,0.21408989226109282
A056,institutional,0,0.46372131176662656,0.1604233460721204,0.45102433448188006,institutional,True,0.46372131176662656,0.3057238402770002,0.15799747148962634
A057,institutional,0,0.12774673145229495,0.12706150329946117,0.0,institutional,True,0.12774673145229495,0.06353075164973059,0.06421597980256437
A058,institutional,0,0.40882737851785966,0.09996535317257825,0.3168178933864165,institutional,True,0.40882737851785966,0.2083916232794974,0.20043575523836227
A059,institutional,0,0.3677781428149883,0.03520133905701851,0.2377134375294892,institutional,True,0.3677781428149883,0.13645738829325385,0.23132075452173442
A060,institutional,0,0.33922647243087284,0.062407809979567526,0.14948417630573285,institutional,True,0.33922647243087284,0.10594599314265019,0.23328047928822265
B001,popular_media,1,0.04941336756024545,0.15293635252120782,0.05347156666748077,popular_media,True,0.15293635252120782,0.051442467113863105,0.10149388540734472
B002,popular_media,1,0.05153009525033292,0.45134637121732246,0.08692461231186083,popular_media,True,0.45134637121732246,0.06922735378109687,0.38211901743622556
B003,popular_media,1,0.11496197239198641,0.31412827625308204,0.10690515890614308,popular_media,True,0.31412827625308204,0.11093356564906474,0.20319471060401728
B004,popular_media,1,0.11783473330010917,0.3396438691434149,0.11040229545236434,popular_media,True,0.3396438691434149,0.11411851437623675,0.2255253547671781
B005,popular_media,1,0.10585398898035628,0.3613087422898007,0.12345910928776499,popular_media,True,0.3613087422898007,0.11465654913406063,0.24665219315574005
B006,popular_media,1,0.019078884263027316,0.24772119827511282,0.04251369557032804,popular_media,True,0.24772119827511282,0.030796289916677676,0.21692490835843514
B007,popular_media,1,0.14636170621761802,0.3229550718199939,0.21000057629684918,popular_media,True,0.3229550718199939,0.1781811412572336,0.14477393056276028
B008,popular_media,1,0.14108328031831466,0.323956232639006,0.06741674722520562,popular_media,True,0.323956232639006,0.10425001377176013,0.2197062188672459
B009,popular_media,1,0.09480033182768702,0.2305165831088496,0.08811720002167794,popular_media,True,0.2305165831088496,0.09145876592468248,0.1390578171841671
B010,popular_media,1,0.05891361605382555,0.4071061450663653,0.04282507558068945,popular_media,True,0.4071061450663653,0.0508693458172575,0.3562367992491078
B011,popular_media,1,0.2807499868125981,0.2045200247133048,0.2533627490919246,institutional,False,0.2045200247133048,0.26705636795226134,-0.06253634323895654
B012,popular_media,1,0.048817323198924616,0.3669607480915117,0.09133073887765954,popular_media,True,0.3669607480915117,0.07007403103829207,0.2968867170532196
B013,popular_media,1,0.1554643517632171,0.28421058688530465,0.12404997738109946,popular_media,True,0.28421058688530465,0.13975716457215828,0.14445342231314637
B014,popular_media,1,0.3747887823212772,0.1761797288951209,0.23273534937826929,institutional,False,0.1761797288951209,0.3037620658497733,-0.12758233695465238
B015,popular_media,1,0.22366683601300935,0.30212679330273584,0.2589787115683188,popular_media,True,0.30212679330273584,0.24132277379066408,0.06080401951207176
B016,popular_media,1,0.04966233557875145,0.39742670610142306,0.032855633787616315,popular_media,True,0.39742670610142306,0.04125898468318388,0.35616772141823916
B017,popular_media,1,0.08294973024222814,0.40052127158580386,0.08395444108161541,popular_media,True,0.40052127158580386,0.08345208566192178,0.3170691859238821
B018,popular_media,1,0.061217245643055036,0.2085070984894152,0.07810801451119212,popular_media,True,0.2085070984894152,0.06966263007712357,0.13884446841229164
B019,popular_media,1,0.16144420095343118,0.2187276690119261,0.06535566176992466,popular_media,True,0.2187276690119261,0.11339993136167792,0.1053277376502482
B020,popular_media,1,0.020272041308817577,0.2752866935164867,0.07077562306464547,popular_media,True,0.2752866935164867,0.04552383218673152,0.2297628613297552
B021,popular_media,1,0.029389438716165416,0.28712866861006103,0.07829020331743118,popular_media,True,0.28712866861006103,0.053839821016798295,0.23328884759326274
B022,popular_media,1,0.03207864794673652,0.4489164321778091,0.0,popular_media,True,0.4489164321778091,0.01603932397336826,0.4328771082044408
B023,popular_media,1,0.06349114576679411,0.3592955692090608,0.07257691590774397,popular_media,True,0.3592955692090608,0.06803403083726904,0.29126153837179175
B024,popular_media,1,0.18149562666315816,0.2827845678996993,0.14604968854927888,popular_media,True,0.2827845678996993,0.1637726576062185,0.1190119102934808
B025,popular_media,1,0.0,0.07804652348051133,0.0,popular_media,True,0.07804652348051133,0.0,0.07804652348051133
B026,popular_media,1,0.10699343477764585,0.4007683446114391,0.10828936983795845,popular_media,True,0.4007683446114391,0.10764140230780214,0.293126942303637
B027,popular_media,1,0.012417455771753084,0.35236545932383256,0.01696028289217374,popular_media,True,0.35236545932383256,0.014688869331963412,0.33767658999186917
B028,popular_media,1,0.05898272197904176,0.34172013507033516,0.06264616440998043,popular_media,True,0.34172013507033516,0.0608144431945111,0.28090569187582404
B029,popular_media,1,0.22700490908813836,0.3193045149780319,0.14386451130457759,popular_media,True,0.3193045149780319,0.185434710196358,0.13386980478167393
B030,popular_media,1,0.03387287130245509,0.10806277101687485,0.13415749220482953,critical_media,False,0.10806277101687485,0.08401518175364231,0.02404758926323254
B031,popular_media,1,0.19305787664104174,0.268203940568443,0.15040253421276728,popular_media,True,0.268203940568443,0.1717302054269045,0.09647373514153848
B032,popular_media,1,0.14078544760394718,0.3762853128836484,0.13845294974272992,popular_media,True,0.3762853128836484,0.13961919867333855,0.23666611421030986
B033,popular_media,1,0.14264533565991105,0.4062148846949779,0.08987396490569353,popular_media,True,0.4062148846949779,0.1162596502828023,0.28995523441217563
B034,popular_media,1,0.06221030651194332,0.4467060655664297,0.10447541352884412,popular_media,True,0.4467060655664297,0.08334286002039372,0.363363205546036
B035,popular_media,1,0.06342602209561438,0.3291856638514735,0.07491022227628585,popular_media,True,0.3291856638514735,0.06916812218595011,0.2600175416655234
B036,popular_media,1,0.2508644691607662,0.20713852310851,0.1593454006585408,institutional,False,0.20713852310851,0.2051049349096535,0.0020335881988564897
B037,popular_media,1,0.047523262732093854,0.4627020563646326,0.04223729852742354,popular_media,True,0.4627020563646326,0.0448802806297587,0.4178217757348739
B038,popular_media,1,0.0,0.2813346859702359,0.0,popular_media,True,0.2813346859702359,0.0,0.2813346859702359
B039,popular_media,1,0.2839489932179279,0.2040561633044122,0.15958689113662916,institutional,False,0.2040561633044122,0.22176794217727852,-0.01771177887286632
B040,popular_media,1,0.10495628764538942,0.38484430967213157,0.08767106792510258,popular_media,True,0.38484430967213157,0.096313677785246,0.28853063188688555
B041,popular_media,1,0.15269765001099556,0.2290074261302401,0.1399494678955687,popular_media,True,0.2290074261302401,0.14632355895328214,0.08268386717695797
B042,popular_media,1,0.08307710980212688,0.2691024047225522,0.0535551204460254,popular_media,True,0.2691024047225522,0.06831611512407613,0.20078628959847605
B043,popular_media,1,0.0802214401303379,0.22799138288151125,0.015823033935410496,popular_media,True,0.22799138288151125,0.0480222370328742,0.17996914584863705
B044,popular_media,1,0.0191525922401615,0.3135642537640949,0.013543888376475938,popular_media,True,0.3135642537640949,0.016348240308318718,0.2972160134557762
B045,popular_media,1,0.24803576714859632,0.2410461279131236,0.2615698649810001,critical_media,False,0.2410461279131236,0.2548028160647982,-0.013756688151674606
B046,popular_media,1,0.01294059837874698,0.41409425921429965,0.01956174996910518,popular_media,True,0.41409425921429965,0.016251174173926082,0.3978430850403736
B047,popular_media,1,0.1555166332444211,0.3568321982983087,0.1367543332256218,popular_media,True,0.3568321982983087,0.14613548323502146,0.21069671506328724
B048,popular_media,1,0.015588525284813064,0.3741494568934478,0.07621624246749634,popular_media,True,0.3741494568934478,0.0459023838761547,0.3282470730172931
B049,popular_media,1,0.1357428707993691,0.32347682806735906,0.10133422730742872,popular_media,True,0.32347682806735906,0.1185385490533989,0.20493827901396017
B050,popular_media,1,0.13317824694390806,0.4118429971443975,0.08652319073636043,popular_media,True,0.4118429971443975,0.10985071884013425,0.30199227830426323
B051,popular_media,1,0.04950653574374857,0.3142317104676519,0.13230377588953876,popular_media,True,0.3142317104676519,0.09090515581664366,0.22332655465100826
B052,popular_media,1,0.10173725042057154,0.3990701955443688,0.09497888968001032,popular_media,True,0.3990701955443688,0.09835807005029093,0.3007121254940779
B053,popular_media,1,0.14917523071907499,0.3879762221282799,0.11767574161439545,popular_media,True,0.3879762221282799,0.13342548616673522,0.2545507359615447
B054,popular_media,1,0.10531523697329234,0.32885147524087055,0.11891703093214906,popular_media,True,0.32885147524087055,0.1121161339527207,0.21673534128814986
B055,popular_media,1,0.06204502700143508,0.3806929838157651,0.0470236668462639,popular_media,True,0.3806929838157651,0.05453434692384949,0.3261586368919156
B056,popular_media,1,0.08170898867845144,0.2669152495845929,0.11309903905733784,popular_media,True,0.2669152495845929,0.09740401386789464,0.16951123571669824
B057,popular_media,1,0.041733939425871426,0.2993774342953984,0.01949954633907323,popular_media,True,0.2993774342953984,0.030616742882472327,0.2687606914129261
B058,popular_media,1,0.08484612996891651,0.3037057766478961,0.1250419087775394,popular_media,True,0.3037057766478961,0.10494401937322795,0.19876175727466816
B059,popular_media,1,0.012135835240220261,0.27872897974783994,0.018345223898249996,popular_media,True,0.27872897974783994,0.015240529569235129,0.26348845017860484
B060,popular_media,1,0.0,0.3885613537457903,0.0,popular_media,True,0.3885613537457903,0.0,0.3885613537457903
C001,critical_media,2,0.18856171425835327,0.1773278932647146,0.2316495574900952,critical_media,True,0.2316495574900952,0.18294480376153394,0.048704753728561256
C002,critical_media,2,0.31264754337850453,0.06826482348038915,0.42994250625984026,critical_media,True,0.42994250625984026,0.19045618342944684,0.23948632283039342
C003,critical_media,2,0.3754831555643042,0.09684789826602343,0.3458437172897633,institutional,False,0.3458437172897633,0.23616552691516382,0.1096781903745995
C004,critical_media,2,0.13337306174300914,0.01278366728049548,0.34609062514018,critical_media,True,0.34609062514018,0.07307836451175231,0.2730122606284277
C005,critical_media,2,0.173949316778797,0.01858899474755278,0.41174674691804586,critical_media,True,0.41174674691804586,0.09626915576317488,0.31547759115487095
C006,critical_media,2,0.06023911457766178,0.13873886765738236,0.18756237393718386,critical_media,True,0.18756237393718386,0.09948899111752207,0.08807338281966179
C007,critical_media,2,0.4076092349272451,0.13557167991361724,0.41974779446203153,critical_media,True,0.41974779446203153,0.2715904574204312,0.14815733704160033
C008,critical_media,2,0.1005467937124443,0.015253087011521251,0.2503421822649836,critical_media,True,0.2503421822649836,0.057899940361982774,0.19244224190300085
C009,critical_media,2,0.35043191360110243,0.13262863671092615,0.37236911542636775,critical_media,True,0.37236911542636775,0.24153027515601427,0.13083884027035347
C010,critical_media,2,0.2304509535055184,0.18860057501312344,0.29521091239350783,critical_media,True,0.29521091239350783,0.2095257642593209,0.08568514813418693
C011,critical_media,2,0.26054140788347036,0.09825015541651326,0.30046727856743755,critical_media,True,0.30046727856743755,0.17939578164999181,0.12107149691744573
C012,critical_media,2,0.35351795992683543,0.18119517059574025,0.35444810817892103,critical_media,True,0.35444810817892103,0.2673565652612878,0.08709154291763321
C013,critical_media,2,0.22246892346532143,0.14493534309160655,0.2627055611578668,critical_media,True,0.2627055611578668,0.183702133278464,0.07900342787940282
C014,critical_media,2,0.23301499896358932,0.07246906771767055,0.3435911511351707,critical_media,True,0.3435911511351707,0.15274203334062994,0.19084911779454075
C015,critical_media,2,0.08863050249286289,0.09465500161385094,0.35267722378807276,critical_media,True,0.35267722378807276,0.09164275205335692,0.26103447173471583
C016,critical_media,2,0.33070316824561086,0.125787926202114,0.35914024220675145,critical_media,True,0.35914024220675145,0.22824554722386242,0.13089469498288903
C017,critical_media,2,0.3008975361452651,0.06412876190532237,0.32549698093627216,critical_media,True,0.32549698093627216,0.18251314902529372,0.14298383191097844
C018,critical_media,2,0.34764209807995505,0.08621190669425707,0.39774008412360884,critical_media,True,0.39774008412360884,0.21692700238710605,0.1808130817365028
C019,critical_media,2,0.4287039590554662,0.21064914316005118,0.36354286859614754,institutional,False,0.36354286859614754,0.3196765511077587,0.04386631748838882
C020,critical_media,2,0.11757014060905709,0.09101919855380736,0.3137660139120718,critical_media,True,0.3137660139120718,0.10429466958143221,0.2094713443306396
C021,critical_media,2,0.3300519136605915,0.13734281895704264,0.27908128408750704,institutional,False,0.27908128408750704,0.23369736630881707,0.04538391777868997
C022,critical_media,2,0.11070342652773012,0.05564398814436513,0.2261217708712906,critical_media,True,0.2261217708712906,0.08317370733604762,0.14294806353524298
C023,critical_media,2,0.16880868304560398,0.059941980829464545,0.25291501955836004,critical_media,True,0.25291501955836004,0.11437533193753427,0.13853968762082577
C024,critical_media,2,0.1164280938603435,0.048710441487495704,0.2547965408972591,critical_media,True,0.2547965408972591,0.0825692676739196,0.17222727322333953
C025,critical_media,2,0.059684580552709705,0.0,0.17713864074317232,critical_media,True,0.17713864074317232,0.029842290276354853,0.14729635046681747
C026,critical_media,2,0.251446182539566,0.053555953431351944,0.31847885707899826,critical_media,True,0.31847885707899826,0.15250106798545898,0.16597778909353927
C027,critical_media,2,0.2075241473121639,0.14652429066692596,0.2377102427699874,critical_media,True,0.2377102427699874,0.17702421898954493,0.060686023780442466
C028,critical_media,2,0.20443794226731,0.0098981375755396,0.2828665708906601,critical_media,True,0.2828665708906601,0.10716803992142479,0.1756985309692353
C029,critical_media,2,0.12374421276585656,0.0,0.2449337008172667,critical_media,True,0.2449337008172667,0.06187210638292828,0.18306159443433842
C030,critical_media,2,0.17900122642187483,0.11118293680505112,0.245722458508411,critical_media,True,0.245722458508411,0.145092081613463,0.10063037689494803
C031,critical_media,2,0.3732127284250939,0.11856988262025177,0.40224789744126077,critical_media,True,0.40224789744126077,0.24589130552267283,0.15635659191858794
C032,critical_media,2,0.28767601566932743,0.1313805586229468,0.43006864944022993,critical_media,True,0.43006864944022993,0.20952828714613714,0.2205403622940928
C033,critical_media,2,0.2821318277684136,0.18127909297424485,0.42942088437149173,critical_media,True,0.42942088437149173,0.23170546037132922,0.1977154240001625
C034,critical_media,2,0.32434852633527267,0.12868592131570938,0.258546696427954,institutional,False,0.258546696427954,0.22651722382549103,0.032029472602463
C035,critical_media,2,0.10625034029596497,0.016347279739216746,0.3693963808570288,critical_media,True,0.3693963808570288,0.06129881001759086,0.30809757083943795
C036,critical_media,2,0.10725921028508169,0.0052292236925389115,0.34344532734747313,critical_media,True,0.34344532734747313,0.0562442169888103,0.2872011103586628
C037,critical_media,2,0.117752553592729,0.08173656180963634,0.1601133681770356,critical_media,True,0.1601133681770356,0.09974455770118268,0.06036881047585291
C038,critical_media,2,0.2515775657462973,0.15250311295787128,0.24962631805982988,institutional,False,0.24962631805982988,0.2020403393520843,0.047585978707745585
C039,critical_media,2,0.46741679219288873,0.18961982519951062,0.3577634256775618,institutional,False,0.3577634256775618,0.3285183086961997,0.029245116981362118
C040,critical_media,2,0.14331321202026034,0.068306660412985,0.2838704663925702,critical_media,True,0.2838704663925702,0.10580993621662267,0.17806053017594753
C041,critical_media,2,0.25940892895789797,0.17757247144261998,0.23550299503560257,institutional,False,0.23550299503560257,0.21849070020025896,0.01701229483534361
C042,critical_media,2,0.45292074832571905,0.13383339519760484,0.4103342681392911,institutional,False,0.4103342681392911,0.29337707176166195,0.11695719637762914
C043,critical_media,2,0.2037411073855781,0.0357919531786931,0.34604261568751504,critical_media,True,0.34604261568751504,0.1197665302821356,0.22627608540537944
C044,critical_media,2,0.16736008338301517,0.01032278858678283,0.36402551035802766,critical_media,True,0.36402551035802766,0.08884143598489899,0.27518407437312864
C045,critical_media,2,0.46392351336655535,0.12137750687782868,0.29814657284017604,institutional,False,0.29814657284017604,0.292650510122192,0.005496062717984029
C046,critical_media,2,0.4731591701824272,0.14822275596833326,0.41365030524980384,institutional,False,0.41365030524980384,0.31069096307538024,0.1029593421744236
C047,critical_media,2,0.18739545132872226,0.037297869572728036,0.33562779929098435,critical_media,True,0.33562779929098435,0.11234666045072515,0.22328113884025919
C048,critical_media,2,0.14622901534614033,0.07065242378432299,0.3245345254260721,critical_media,True,0.3245345254260721,0.10844071956523166,0.21609380586084043
C049,critical_media,2,0.16621501306518902,0.16244646340103966,0.30452528463412554,critical_media,True,0.30452528463412554,0.16433073823311434,0.1401945464010112
C050,critical_media,2,0.237610667910984,0.1479656389253715,0.2800047009104302,critical_media,True,0.2800047009104302,0.19278815341817776,0.08721654749225247
C051,critical_media,2,0.1550423223903299,0.004139156501454671,0.25453496550782373,critical_media,True,0.25453496550782373,0.07959073944589228,0.17494422606193144
C052,critical_media,2,0.2652640828857958,0.2150680434000785,0.3807396070717288,critical_media,True,0.3807396070717288,0.24016606314293715,0.14057354392879168
C053,critical_media,2,0.11016743589878059,0.03621218240551942,0.26650263376192923,critical_media,True,0.26650263376192923,0.07318980915215001,0.19331282460977922
C054,critical_media,2,0.09249119539373735,0.027281091293641528,0.2585715812802342,critical_media,True,0.2585715812802342,0.05988614334368944,0.19868543793654478
C055,critical_media,2,0.1105841117162412,0.12972345727113527,0.32297157531621334,critical_media,True,0.32297157531621334,0.12015378449368824,0.2028177908225251
C056,critical_media,2,0.36478010862058097,0.10731610978083982,0.4778382985093993,critical_media,True,0.4778382985093993,0.2360481092007104,0.2417901893086889
C057,critical_media,2,0.07292306016518088,0.06935637582659869,0.1277757206298373,critical_media,True,0.1277757206298373,0.07113971799588978,0.056636002633947524
C058,critical_media,2,0.33187048219801796,0.0775439382387842,0.348182197458245,critical_media,True,0.348182197458245,0.20470721021840108,0.14347498723984395
C059,critical_media,2,0.32688323370560884,0.10028785217247066,0.39329750768016775,critical_media,True,0.39329750768016775,0.21358554293903975,0.179711964741128
C060,critical_media,2,0.1576120845885331,0.03147539290607061,0.25971777388472195,critical_media,True,0.25971777388472195,0.09454373874730185,0.1651740351374201
